id | nome_cit 
20846825496277 | DE PAULA OLIVEIRA, ANTONIO GERALDO
50769646326190 | CUNHA, M. O.
34196977785631 | Hickson, R. S.
34196977785631 | Rios, R.S.H.
52458019095181 | GASPERIN, C. V.
52458019095181 | Gasperin, Caroline
00565598534943 | ALVES, S. Brito
80159809125998 | ROCHA REIS, A. J.
80159809125998 | REIS, AGNALDO J. ROCHA
80159809125998 | ROCHA, A.J.
80159809125998 | ROCHA, AGNALDO J.
80159809125998 | REIS, AGNALDO J. R.
80159809125998 | REIS, AGNALDO J.R.
77491494754494 | Sant'Anna, Francisco
77491494754494 | SANT'ANNA, FRANCISCO
77491494754494 | SANT' ANNA, FRANCISCO
77491494754494 | SANT?ANNA, FRANCISCO
77491494754494 | SANTANNA, FRANCISCO
48790978449306 | KEMCZINSKI, A.
48790978449306 | KEMCZINSKI, AVANILDE
09074365275336 | SÁ LEITE, A.
48431988260726 | Menolli, André
48431988260726 | MENOLLI, ANDRE
48431988260726 | MENOLLI, ANDRÉ LUÍS ANDRADE
48838891662560 | SAYÃO, Miriam
95921943345974 | CANSIAN, A. M.
95921943345974 | Cansian, Adriano M
95921943345974 | Adriano Mauro Cansian
95921943345974 | Cansian, Adriano Mauro
95921943345974 | Cansian, Adriano M.
95921943345974 | CANSIAN, ADRIANO
09856764209323 | PEREIRA, L. A. M.
70785988834845 | BERTAGNOLLI, S. C. de
54098292730720 | ROSSETTO, Silvana
54098292730720 | Rossetto, S.
10737154508089 | FERNANDES, J. M.
10737154508089 | FERNANDES, JOÃO M.
10737154508089 | JOÃO M. FERNANDES
16215763497443 | ANDRADE, André
94273418663276 | GONÇALVES, C. C.
94273418663276 | GONÇALVES, CHIRLAINE CRISTINE
10858860721392 | PAULA, Hugo Bastos de
10858860721392 | PAULA, HUGO B.
10858860721392 | DE PAULA, HUGO BASTOS
10858860721392 | DE PAULA, HUGO B.
62383747990903 | ANTONELLI, G. C.
62383747990903 | ANTONELLI, GILBERTO CLÓVIS
62383747990903 | CLÓVIS ANTONELI, GILBERTO
89457497741676 | ESTOMBELO-MONTESCO, C. A.
89457497741676 | Estombelo-Montesco, Carlos-Alberto
60825937173021 | WALTER, C.
07362814849903 | PAIVA, J. A. C.
53869533760582 | DORNELLES, Marta Magda
53869533760582 | BERTOLDI, M. M. D.
53869533760582 | DORNELLES, M. M.
53869533760582 | DORNELLES, MARTA M.
59681148799573 | GORDEEV, L.
59681148799573 | Gordeev, L. N.
59681148799573 | Gordeev, L
59681148799573 | Gordeev, Lev
59681148799573 | GORDEEV, LEW
58072833264727 | ALGARVE, A. S.
97703442306179 | MELO , C. A. V.
97703442306179 | Melo, Cesar A.V.
97703442306179 | César A. V. Melo
97703442306179 | Viana Melo, César Augusto
97703442306179 | VIANA MELO, CESAR AUGUSTO
97703442306179 | MELO, CESAR A. V.
05349558315095 | IYODA, J. M.
05349558315095 | IYODA, J
05349558315095 | Iyoda, Juliano
05349558315095 | IYODA, JULIANO MANABU
05349558315095 | IYODA, JULIANO M.
05909365805525 | CAZANGI, R. R.
69989873499216 | van de Graaf, J.
69989873499216 | Graaf, Jeroen
69989873499216 | VAN DE GRAAF, JEROEN
69989873499216 | GRAAF, JEROEN VAN DE
70604803960319 | Cruz Torres, Mario Henrique
25397757669178 | SILVA, IT.
25397757669178 | da Silva IT
25397757669178 | Tojal, I.
25397757669178 | Israel T Silva
25397757669178 | Silva, Israel Tojal
25397757669178 | SILVA, I. T.
25397757669178 | DA SILVA, ISRAEL
25397757669178 | SILVA, ISRAEL T.
25397757669178 | Head Neck Genome Project/GENCAPO
25397757669178 | SILVA, ISRAEL T.
25397757669178 | DA SILVA, ISRAEL T.
25397757669178 | TOJAL DA SILVA, ISRAEL
25397757669178 | DA SILVA, ISRAEL T
25397757669178 | DA SILVA, ISRAEL TOJAL
53605283949866 | ALVES, D. S.
92350077279084 | JUNKER, J.
92350077279084 | Jochen Junker
92350077279084 | Junker, J.
92350077279084 | Junker, Jochen
88019824603585 | BRAGA, M. D. V.
88019824603585 | Braga, Marília D.V.
88019824603585 | Braga, Marilia D V
88019824603585 | Braga, M.D.V.
88019824603585 | Braga, Marília D V
88019824603585 | Braga, Marília D. V.
88019824603585 | BRAGA, MARÍLIA DV
96706530254253 | Halfeld Ferrari, Mirian
96706530254253 | HALFELD FERRARI, MÍRIAN
96706530254253 | Halfeld-Ferrari, Mirian
96706530254253 | Halfeld Ferrari Alves, Mirian
96706530254253 | Ferrari, Mirian Halfeld
96706530254253 | FERRARI, MÍRIAN HALFELD
64966065084195 | LLanos, Carlos Humberto
64966065084195 | Llanos, C.H
64966065084195 | QUINTERO, Carlos Humberto Llanos
64966065084195 | Quintero, L. C.H
64966065084195 | LLANOS, C
64966065084195 | Sánchez, Diego F.
64966065084195 | Göhringer, Diana
64966065084195 | Llanos, Carlos H.
64966065084195 | LLANOS, CARLOS H
64966065084195 | LLANOS, CARLOS
64966065084195 | Carlos H. Llanos
64966065084195 | LLANOS-QUINTERO, CARLOS HUMBERTO
64966065084195 | Carlos Humberto Llanos
64966065084195 | Humberto Llanos, Carlos
64966065084195 | LLanos, Carlos H.
64966065084195 | S.E.CASTROCAICEDO, ET AL., YESID
34827386826040 | KONDO, M. N. S.
10284367744326 | MINATEL, E. R.
02488447573085 | XEXEO, J. A. M.
02488447573085 | XEXEO, JOSE ANTONIO MOREIRA
05257891652243 | RAMOS, I.
05257891652243 | RAMOS, ISABEL
05257891652243 | Ramos, Isabel
05257891652243 | Ramos, I.
86655474926555 | SOUZA JUNIOR, P. F. P.
05245515649663 | ALVES, Daniel D. P.
05245515649663 | DURANTE, D.
05245515649663 | ALVES, D. D. P.
05245515649663 | DURANTE, Daniel
31770792108992 | FERREIRA, J. E.
31770792108992 | Ferreira, Joao Eduardo
31770792108992 | Ferreira, João Eduardo
31770792108992 | Ferreira, João E.
31770792108992 | FERREIRA, JOAO E.
31770792108992 | FERREIRA, JOÃO E
31770792108992 | Joao Eduardo Ferreira
31770792108992 | Joao E. Ferreira
31770792108992 | FERREIRA, JOAO
31770792108992 | FERREIRA, J.E.
81615416246917 | CAVALCANTE, R. C.
81615416246917 | Cavalcante, Rodolfo Carneiro
81615416246917 | CAVALCANTE, RODOLFO C.
14653504800366 | ALVES, R. S.
35518366223285 | BETIOL, A. H.
67275230724673 | NOBREGA, F. A. A.
67275230724673 | NÓBREGA, FERNANDO ANTÔNIO ASEVEDO
91048428072248 | COÊLHO, Á. V. S.
97090761132558 | CORRÊA, W. T.
74551632500870 | DIAS JÚNIOR, Alair
74551632500870 | DIAS JÚNIOR, ALAIR
74551632500870 | JÚNIOR, ALAIR DIAS
74551632500870 | JUNIOR, ALAIR DIAS
74551632500870 | DIAS JUNIOR, ALAIR
79728954543082 | BARCELOS, T. S.
79728954543082 | BARCELOS, THIAGO
79728954543082 | BARCELOS, THIAGO S.
65414661753032 | Odakura, Valguima
65414661753032 | Odakura, Valguima Victoria Viana Aguiar
90088200722184 | CHAVES FILHO, E. M.
34693605452082 | MEIRELLES, M. S. P.
34693605452082 | SIMÕES, MARGARETH
34693605452082 | SIMOES, MARGARETH
34693605452082 | SIMOES, M.
34693605452082 | SIMÕES, M.
23557397211675 | TATIBANA, C. Y.
35507067697259 | SANFINS, M. A. S.
35507067697259 | SANFINS, MARCO AURÉlio
35507067697259 | Sanfins, Marco Aurélio
71380874153314 | RAMALHO, E. W. R.
16374097368078 | LAMAS, E.
16374097368078 | LAMAS, ETIENE
23912674950072 | SILVA, L. C.
23912674950072 | SILVA, LENARDO C.
23912674950072 | E SILVA, LENARDO CHAVES
23912674950072 | C. SILVA, L.
23912674950072 | SILVA, LENARDO
23912674950072 | Chaves e Silva, Lenardo
23912674950072 | SILVA, LENARDO CHAVES E
22307432250869 | PEREIRA, Danillo Roberto
22307432250869 | PEREIRA, DANILLO ROBERTO
22307432250869 | ROBERTO PEREIRA, DANILLO
22307432250869 | PEREIRA, DANILLO R.
22307432250869 | PEREIRA, DANILO R.
22307432250869 | Danillo Pereira
22307432250869 | Pereira, Danillo
82388860714705 | SISTELOS, A. J. C. M.
07727024654188 | SILVEIRA, S. R.
07727024654188 | SILVEIRA, SIDNEI RENATO
07727024654188 | Sidnei Renato SILVEIRA
01982954114164 | GOMES, L.
01982954114164 | GOMES, LEONARDO
09837868064895 | DOMINGOS, R. P.
09837868064895 | DOMINGOS, R
09837868064895 | Domingos, R.
09837868064895 | Domingos, Roberto Pinheiro
09837868064895 | R. P. Domingos
09837868064895 | Roberto Pinheiro Domingos
09837868064895 | Domingos, R P
09837868064895 | R. Domingos
09837868064895 | Domingos, R. P.
09837868064895 | DOMINGOS, ROBERTO P.
33174080937000 | CAMARGO-BRUNETTO, Maria Angelica de Oliveira
43989920370476 | BARREIRO, M. S.
33757419649661 | LEWITZKA, S.
33757419649661 | Lewitzka, Steffen
33757419649661 | S. Lewitzka
33757419649661 | Steffen Lewitzka
34792761198343 | CABRAL, M. I. C.
23330297764911 | FURQUIM, G. A.
23330297764911 | Furquim, Gustavo
23330297764911 | Gustavo Furquim
23330297764911 | Furquim, G.
64100484580733 | CANO ORTIZ, S. D.
30205470596637 | Eduardo Cunha de Almeida
30205470596637 | ALMEIDA, E. C.
30205470596637 | Almeida, Eduardo Cunha de
30205470596637 | Almeida, Eduardo Cunha
30205470596637 | EDUARDO CUNHA DE ALMEIDA
30205470596637 | DE ALMEIDA, EDUARDO CUNHA
30205470596637 | De Almeida, Eduardo Cunha
30205470596637 | de Almeida, Eduardo Cunha
30205470596637 | De Almeida, Eduardo C.
30205470596637 | de Almeida, Eduardo C.
30205470596637 | Almeida, Eduardo C.
25473885727627 | CESTARI, J. M. A. P.
25473885727627 | Cestari, José Marcelo A. P.
25473885727627 | Cestari, José Marcelo Almeida
25473885727627 | JOSE M. A. P. CESTARI
25473885727627 | JOSE M. A. P. CESTARI
25473885727627 | CESTARI, JOSÉ MARCELO ALMEIDA PRADO
25473885727627 | CESTARI, J.M.A.P.
22916218414168 | MARCELINO, R.
22916218414168 | Marcelino, Roderval
31332176384646 | LINHALIS, F.
31332176384646 | ARANTES, F. L.
31332176384646 | Arantes, Flávia Linhalis
31332176384646 | Linhalis, Flávia
31332176384646 | LINHALIS ARANTES, FLAVIA
19131586907678 | BRIGNOLI, Juliano Tonizetti
19131586907678 | BRIGNOLI, JULIANO TONIZETTI
59787550694631 | KIKUTI, D.
59787550694631 | Kikuti, Daniel
86271676145077 | MELO, Mauro Santos de
50562858207849 | RIBEIRO JUNIOR, J. G.
50562858207849 | JUNIOR, JOSE GERALDO R.
50562858207849 | RIBEIRO, JOSE GERALDO
50562858207849 | RIBEIRO JUNIOR, JOSE GERALDO
50562858207849 | JÚNIOR, JOSÉ GERALDO RIBEIRO
50562858207849 | JUNIOR, JOSE G. R.
50562858207849 | JOSE, G. R.
55907894622341 | GAVA, Vagner Luiz
54770000447722 | LOPES, Tatiane Macedo Prudencio
86150183103056 | CARVALHO, H. L.
86150183103056 | CARVALHO, HEBER LOMBARDI
73342412842546 | CHAGAS, I. P.
20399213525992 | Rios-Coelho, A.C.
20399213525992 | RIOS-COELHO, ANA CAROLINA
20399213525992 | COELHO, ANA CAROLINA RIOS
47487762250438 | ABDALLA, Débora
47487762250438 | Débora Abdalla Santos
47487762250438 | ABDALA, D.
47487762250438 | Santos, Débora A. dos
47487762250438 | Abdalla, D.
47487762250438 | SANTOS, D. A.
38870059283356 | KNOPMAN, J.
77714301545658 | ANDRADE, S. S.
77714301545658 | ANDRADE, SANDRO SANTOS
77714301545658 | ANDRADE, SANDRO S.
77714301545658 | ANDRADE, SANDRO S
25036186628507 | DA SILVA, C. E.
25036186628507 | SILVA, C. E.
25036186628507 | SILVA, CARLOS EDUARDO DA
40365057016044 | GUILHERME, I. R.
40365057016044 | Guilherme, I.R.
40365057016044 | GUILHERME, I
40365057016044 | Guilherme, Ivan R.
40365057016044 | Guilherme, Ivan R
40365057016044 | GUILHERME, IVAN RIZZO
73027561866796 | CUNHA, J. S.
81122986130978 | LIMA, J. M.
81122986130978 | SILVA, J. M. L.
62081093970868 | TERRA, R.
62081093970868 | Terra, Ricardo
70428647417667 | ELER, M. M.
70428647417667 | ELER, MARCELO M.
70428647417667 | ELER, MARCELO MEDEIROS
63287998724035 | BARBOSA, P. F. V.
36484867792195 | GIACOMIN, J. C.
36484867792195 | GIACOMIN, JOAO CARLOS
36484867792195 | GIACOMIN, JOÃO CARLOS
36484867792195 | GIACOMIN, JOAO C.
36484867792195 | GIACOMIN, JOÃO C.
61357943312722 | COSTA, RAMON G.
61357943312722 | COSTA, RAMON
61357943312722 | RAMON COSTA
61357943312722 | COSTA, R. G.
61357943312722 | Costa, Ramon
87018118567986 | SOARES, V. G.
87018118567986 | SOARES, VALERIA G.
87018118567986 | GONÇALVES SOARES, VALÉRIA
38908377103572 | DIAS, E. S.
38908377103572 | DIAS, Elisângela S.
38908377103572 | DIAS, Elisângela Silva
20615995402345 | GREVE, Fabíola
20615995402345 | GREVE, FABIOLA
75193064988810 | DINIZ, J. R. B.
75193064988810 | DINIZ, JULIANA REGUEIRA BASTO
75193064988810 | JULIANA REGUEIRA DINIZ
75193064988810 | JULIANA REGUEIRA BASTO
75193064988810 | JULIANA DINIZ
75193064988810 | DINIZ, JULIANA
41389002346917 | CANTONI, R.
51009585652683 | ROHRIG, M.
51009585652683 | RÖHRIG, MAIQUEL
14405416990549 | PAIVA, Marco Aurélio Campos
14405416990549 | M. A. C. PAIVA
14405416990549 | CAMPOS PAIVA, MARCO AURELIO
45887238250184 | MOREIRA, E. S.
45887238250184 | MOREIRA, E. D. S
45887238250184 | MOREIRA, EDSON DOS SANTOS
45887238250184 | dos Santos Moreira, Edson
45887238250184 | Moreira, Edson S.
45887238250184 | Moreira, Edson
45887238250184 | Moreira, E.
45887238250184 | MOREIRA, EDSON D.S.
48615078864622 | Yanzer Cabral, Anderson R.
48615078864622 | Cabral, Anderson R. Y.
17849318803359 | PINHO, A. C.
17849318803359 | PINHO, ANDRE C.
44569499548552 | PIZZATTO, M. R.
40685912893000 | CHEUNG, P. B.
40685912893000 | CHEUNG, PETER
40685912893000 | CHEUNG, PETER B.
83040045095557 | MARTINS, Ademir
52113010079859 | OLIVEIRA, A. B.
52113010079859 | de Oliveira, Alessandro Bof
52113010079859 | OLIVEIRA, ALESSANDRO BOF DE
05852059250707 | BRAGA, I.
05852059250707 | Braga, Ígor Assis
05852059250707 | BRAGA, I. A.
05852059250707 | BRAGA, Í. A.
64196826083581 | DÍAZ, A. A. O.
71195237052575 | BELIAN, R. B.
24987116294044 | Nascimento, D. S. do
49028226656519 | MACEDO, D. D. J.
49028226656519 | Douglas D. J. de Macedo
49028226656519 | de Macedo, D. D. J.
49028226656519 | de Macedo, Douglas D. J.
49028226656519 | Douglas Dyllon Jeronimo de Macedo
49028226656519 | MACEDO, DOUGLAS D.J. DE
49028226656519 | DE MACEDO, DOUGLAS D.J.
49028226656519 | MACEDO, DOUGLAS DYLLON JERONIMO DE
49028226656519 | MACEDO, DOUGLAS
49028226656519 | MACEDO, DOUGLAS D. J. DE
25818896954714 | LAMAR, Marcus Vinicius
25818896954714 | LAMAR, MARCUS VINICIUS
25818896954714 | LAMARI, M.V.
25818896954714 | LAMAR, M.V.
25818896954714 | Lamar, Marcus V.
04124422364023 | BAPTISTA, C. S.
04124422364023 | Souza Baptista, Cláudio
04124422364023 | BAPTISTA, C.S.
04124422364023 | BAPTISTA, CLÁUDIO DE SOUZA
04124422364023 | DE SOUZA BAPTISTA, CLÁUDIO
19633997550691 | Oliveira, A.G.
19633997550691 | Antonio Gouveia Oliveira
19633997550691 | Oliveira, António G.
19633997550691 | OLIVEIRA, A. G.
19633997550691 | Oliveira, António Gouveia
19633997550691 | Oliveira
19633997550691 | OLIVEIRA, ANTONIO GOUVEIA
19633997550691 | OLIVEIRA, ANTONIO G.
19633997550691 | GOUVEIA, ANTONIO G.
19633997550691 | GOUVEIA, ANTÓNIO G.
19633997550691 | GOUVEIA-OLIVEIRA, ANTONIO
19633997550691 | GOUVEIA-OLIVEIRA, ANTÓNIO
19633997550691 | OLIVEIRA, A
19633997550691 | GOUVEIAOLIVEIRA, A
19633997550691 | OLIVEIRA,A. GOUVEIA
19633997550691 | OLIVEIRA, A.GOUVEIA
19633997550691 | GOUVEIA-OLIVEIRA, A.
19633997550691 | OLIVEIRA, ANTONIO G
19633997550691 | António G Oliveira
19633997550691 | DE OLIVEIRA, A. G.
19633997550691 | GOUVEIA OLIVEIRA, A.
19633997550691 | OLIVEIRA, ANTÓNIO MANUEL GOUVEIA DE
19633997550691 | OLIVEIRA, ANTÔNIO MANUEL GOUVEIA DE
89095897739979 | KULESZA, U.
89095897739979 | Kulesza, Uirá
89095897739979 | Kulesza, UirÃ¡
89095897739979 | KULESZA, UIRA
19381103799648 | RIBEIRO, Luciano Maciel
92778391448792 | CUNHA, J. B. S.
84183440890032 | SANTOS, C. A. N.
84183440890032 | SANTOS, CID A. N.
24779614952293 | STANDERSKI, N. B.
27212766645066 | RONDINA, J. M.
27212766645066 | Jane Maryam Rondina
27212766645066 | RONDINA, JANE MARYAM
27212766645066 | Rondina, J.
27212766645066 | Rondina, Jane Maryan
27212766645066 | RONDINA, JANE M.
27212766645066 | RONDINA, JANE
27212766645066 | RONDINA, JANE M
66082332549215 | BALISA-ROCHA, B.J.
66082332549215 | Balisa-Rocha, Blicie J.
66082332549215 | Balisa-Rocha, BlÃ­cie Jennifer
66082332549215 | BALISA-ROCHA, BLÍCIE
66082332549215 | Balisa-Rocha, B.
66082332549215 | Blície Jennifer Balisa-Rocha
96050887535183 | PINHO, A. A.
15302013432879 | MARTINI, R. S.
24244204034357 | DANTAS, João Eduardo de Rezende
49875496935177 | SILVA, A. S. A.
49875496935177 | DA SILVA, ANTONIO SAMUEL ALVES
49875496935177 | SILVA, ANTONIO SAMUEL ALVES DA
45238325896287 | FARIAS, T. S. M. C.
45238325896287 | FARIAS, T.
45238325896287 | FARIAS, Thiago.
45238325896287 | Thiago Souto Maior Cordeiro de Farias
45238325896287 | Thiago Farias
45238325896287 | de Farias,T. S. M. C.
45238325896287 | de Farias, T.
61596568941927 | SANTOS, N.S.R.S.
71195734028768 | LEAL, E.
36755867490947 | SPECIA, L.
36755867490947 | Specia, Lucia
03910403476737 | MARTINS, L. E. G.
03910403476737 | MARTINS, LUIZ EDUARDO GALVAO
03910403476737 | MARTINS, LUIZ EDUARDO G.
95013051483155 | STEFESON, B.M.
95013051483155 | MELO, STEFESON BEZERRA DE
01367515815381 | Pannain, R.
68728255033469 | NERIS, Vania Paula de Almeida
68728255033469 | ALMEIDA, Vania Paula
68728255033469 | NERIS, V.P.A
68728255033469 | ALMEIDA, V.P.
68728255033469 | Neris, Vânia Paula de Almeida
68728255033469 | DE ALMEIDA NERIS, VÂNIA P.
68728255033469 | NERIS, VÂNIA P. DE ALMEIDA
68728255033469 | DE ALMEIDA NERIS, VÂNIA PAULA
17852318751550 | SOUZA, J. B.
17852318751550 | JUCIMAR SOUZA
17852318751550 | SOUZA, JUCIMAR
17846083237616 | DOS SANTOS, I. L.
17846083237616 | SANTOS, I. L.
17846083237616 | LEÃO, I.
17846083237616 | DOS SANTOS, IGOR LEÃO
17846083237616 | SANTOS, IGOR
17846083237616 | DOS SANTOS, IGOR L.
17846083237616 | Santos, Igor L. dos
17846083237616 | Santos, Igor Leão
17846083237616 | SANTOS, IGOR L.
41024826636996 | VIDAL, J. M. B.
41024826636996 | Vidal, Jorgiano
41024826636996 | VIDAL, J
81123427918307 | OLIVEIRA, A. P.
81123427918307 | Oliveira, Alcione De Paiva
81123427918307 | de Paiva Oliveira, Alcione
81123427918307 | Oliveira, Alcione P
81123427918307 | OLIVEIRA, ALCIONE P.
39619592699303 | Lamounier Junior, Edgard Afonso
39619592699303 | LAMOUNIER JÚNIOR, E. A.
39619592699303 | Lamounier, Edgard
39619592699303 | Edgard Afonso Lamounier Jr.
39619592699303 | Lamounier Jr., Edgard Afonso
39619592699303 | Lamounier, Edgard A.
39619592699303 | Lamounier, Edgard Afonso
39619592699303 | LAMOUNIER, A.
39619592699303 | AFONSO LAMOUNIER, EDGARD
39619592699303 | LAMOUNIER JÚNIOR, EDGARD AFONSO
39619592699303 | LAMOUNIER JÚNIOR, EDGARD A.
39619592699303 | LAMOUNIER, E.
68732896111424 | CARDOSO, K. V.
68732896111424 | Cardoso, Kleber
68732896111424 | Cardoso, K.V.
68732896111424 | Cardoso, Kleber V.
68732896111424 | VIEIRA CARDOSO, KLEBER
68732896111424 | CARDOSO, KLEBER VIEIRA
