id_autor|id_idioma|link|idioma|desIdioma
40074731614629|0|400747316146290|EN|Inglês
40074731614629|1|400747316146291|ES|Espanhol
40074731614629|2|400747316146292|IT|Italiano
40074731614629|3|400747316146293|FR|Francês
40074731614629|4|400747316146294|CA|Catalão
46303577453043|0|463035774530430|EN|Inglês
46303577453043|1|463035774530431|PT|Português
35213619257246|0|352136192572460|EN|Inglês
35213619257246|1|352136192572461|ES|Espanhol
35213619257246|2|352136192572462|DE|Alemão
35213619257246|3|352136192572463|PT|Português
11303079806761|0|113030798067610|EN|Inglês
11303079806761|1|113030798067611|FR|Francês
01155355210327|0|011553552103270|EN|Inglês
01155355210327|1|011553552103271|ES|Espanhol
01155355210327|2|011553552103272|FR|Francês
05979228894386|0|059792288943860|EN|Inglês
37384367302439|0|373843673024390|DE|Alemão
37384367302439|1|373843673024391|PT|Português
37384367302439|2|373843673024392|EN|Inglês
37384367302439|3|373843673024393|FR|Francês
60120644445370|0|601206444453700|EN|Inglês
60120644445370|1|601206444453701|ES|Espanhol
60120644445370|2|601206444453702|FR|Francês
49390900009593|0|493909000095930|EN|Inglês
49390900009593|1|493909000095931|JA|Japonês
19007386914899|0|190073869148990|EN|Inglês
19007386914899|1|190073869148991|DE|Alemão
19007386914899|2|190073869148992|FR|Francês
44423463893899|0|444234638938990|PT|Português
44423463893899|1|444234638938991|ES|Espanhol
44423463893899|2|444234638938992|EN|Inglês
04347616155745|0|043476161557450|ES|Espanhol
04347616155745|1|043476161557451|PT|Português
04347616155745|2|043476161557452|JA|Japonês
04347616155745|3|043476161557453|EN|Inglês
04347616155745|4|043476161557454|FR|Francês
04347616155745|5|043476161557455|IT|Italiano
04347616155745|6|043476161557456|DE|Alemão
69887838939497|0|698878389394970|EN|Inglês
81901675479205|0|819016754792050|ES|Espanhol
09664169018101|0|096641690181010|PT|Português
09664169018101|1|096641690181011|EN|Inglês
09664169018101|2|096641690181012|FR|Francês
50011326518341|0|500113265183410|EN|Inglês
50011326518341|1|500113265183411|ES|Espanhol
50011326518341|2|500113265183412|IT|Italiano
20846825496277|0|208468254962770|EN|Inglês
20846825496277|1|208468254962771|PT|Português
20846825496277|2|208468254962772|ES|Espanhol
50769646326190|0|507696463261900|EN|Inglês
50769646326190|1|507696463261901|FR|Francês
50769646326190|2|507696463261902|ES|Espanhol
34196977785631|0|341969777856310|EN|Inglês
34196977785631|1|341969777856311|ES|Espanhol
34196977785631|2|341969777856312|PT|Português
52458019095181|0|524580190951810|EN|Inglês
52458019095181|1|524580190951811|ES|Espanhol
52458019095181|2|524580190951812|FR|Francês
00565598534943|0|005655985349430|EN|Inglês
00565598534943|1|005655985349431|FR|Francês
00565598534943|2|005655985349432|ES|Espanhol
80159809125998|0|801598091259980|EN|Inglês
80159809125998|1|801598091259981|ES|Espanhol
80159809125998|2|801598091259982|PT|Português
77491494754494|0|774914947544940|EN|Inglês
77491494754494|1|774914947544941|FR|Francês
77491494754494|2|774914947544942|PT|Português
48790978449306|0|487909784493060|EN|Inglês
48790978449306|1|487909784493061|ES|Espanhol
48790978449306|2|487909784493062|PT|Português
09074365275336|0|090743652753360|PT|Português
09074365275336|1|090743652753361|EN|Inglês
09074365275336|2|090743652753362|ES|Espanhol
09074365275336|3|090743652753363|FR|Francês
09074365275336|4|090743652753364|IT|Italiano
48431988260726|0|484319882607260|EN|Inglês
48431988260726|1|484319882607261|ES|Espanhol
48431988260726|2|484319882607262|IT|Italiano
48838891662560|0|488388916625600|EN|Inglês
48838891662560|1|488388916625601|FR|Francês
48838891662560|2|488388916625602|ES|Espanhol
48838891662560|3|488388916625603|IT|Italiano
95921943345974|0|959219433459740|EN|Inglês
95921943345974|1|959219433459741|PT|Português
09856764209323|0|098567642093230|EN|Inglês
09856764209323|1|098567642093231|ES|Espanhol
09856764209323|2|098567642093232|FR|Francês
70785988834845|0|707859888348450|EN|Inglês
70785988834845|1|707859888348451|ES|Espanhol
54098292730720|0|540982927307200|EN|Inglês
54098292730720|1|540982927307201|IT|Italiano
54098292730720|2|540982927307202|PT|Português
10737154508089|0|107371545080890|EN|Inglês
16215763497443|0|162157634974430|EN|Inglês
16215763497443|1|162157634974431|FR|Francês
16215763497443|2|162157634974432|ES|Espanhol
16215763497443|3|162157634974433|PT|Português
94273418663276|0|942734186632760|EN|Inglês
94273418663276|1|942734186632761|ES|Espanhol
94273418663276|2|942734186632762|FR|Francês
10858860721392|0|108588607213920|EN|Inglês
10858860721392|1|108588607213921|PT|Português
10858860721392|2|108588607213922|DE|Alemão
10858860721392|3|108588607213923|FR|Francês
10858860721392|4|108588607213924|JA|Japonês
62383747990903|0|623837479909030|EN|Inglês
89457497741676|0|894574977416760|ES|Espanhol
89457497741676|1|894574977416761|EN|Inglês
89457497741676|2|894574977416762|PT|Português
60825937173021|0|608259371730210|PT|Português
60825937173021|1|608259371730211|DE|Alemão
60825937173021|2|608259371730212|FR|Francês
60825937173021|3|608259371730213|ES|Espanhol
60825937173021|4|608259371730214|EN|Inglês
07362814849903|0|073628148499030|EN|Inglês
53869533760582|0|538695337605820|EN|Inglês
59681148799573|0|596811487995730|EN|Inglês
59681148799573|1|596811487995731|DE|Alemão
59681148799573|2|596811487995732|RU|Russo
59681148799573|3|596811487995733|PL|Polonês
58072833264727|0|580728332647270|PT|Português
58072833264727|1|580728332647271|FR|Francês
58072833264727|2|580728332647272|ES|Espanhol
58072833264727|3|580728332647273|EN|Inglês
58072833264727|4|580728332647274|RU|Russo
58072833264727|5|580728332647275|IT|Italiano
97703442306179|0|977034423061790|EN|Inglês
05349558315095|0|053495583150950|PT|Português
05349558315095|1|053495583150951|EN|Inglês
05909365805525|0|059093658055250|PT|Português
05909365805525|1|059093658055251|ES|Espanhol
05909365805525|2|059093658055252|EN|Inglês
69989873499216|0|699898734992160|DE|Alemão
69989873499216|1|699898734992161|NL|Holandês
69989873499216|2|699898734992162|FR|Francês
69989873499216|3|699898734992163|EN|Inglês
69989873499216|4|699898734992164|PT|Português
70604803960319|0|706048039603190|EN|Inglês
70604803960319|1|706048039603191|PT|Português
70604803960319|2|706048039603192|NL|Holandês
25397757669178|0|253977576691780|EN|Inglês
53605283949866|0|536052839498660|ES|Espanhol
53605283949866|1|536052839498661|FR|Francês
53605283949866|2|536052839498662|EN|Inglês
92350077279084|0|923500772790840|DE|Alemão
92350077279084|1|923500772790841|EN|Inglês
92350077279084|2|923500772790842|PT|Português
92350077279084|3|923500772790843|FR|Francês
88019824603585|0|880198246035850|EN|Inglês
88019824603585|1|880198246035851|FR|Francês
88019824603585|2|880198246035852|DE|Alemão
88019824603585|3|880198246035853|ES|Espanhol
96706530254253|0|967065302542530|PT|Português
96706530254253|1|967065302542531|FR|Francês
96706530254253|2|967065302542532|EN|Inglês
96706530254253|3|967065302542533|ES|Espanhol
64966065084195|0|649660650841950|ES|Espanhol
64966065084195|1|649660650841951|PT|Português
64966065084195|2|649660650841952|EN|Inglês
34827386826040|0|348273868260400|ES|Espanhol
34827386826040|1|348273868260401|EN|Inglês
34827386826040|2|348273868260402|IT|Italiano
34827386826040|3|348273868260403|PT|Português
34827386826040|4|348273868260404|JA|Japonês
34827386826040|5|348273868260405|FR|Francês
10284367744326|0|102843677443260|EN|Inglês
10284367744326|1|102843677443261|PT|Português
02488447573085|0|024884475730850|EN|Inglês
02488447573085|1|024884475730851|PT|Português
05257891652243|0|052578916522430|EN|Inglês
05257891652243|1|052578916522431|FR|Francês
86655474926555|0|866554749265550|EN|Inglês
86655474926555|1|866554749265551|FR|Francês
05245515649663|0|052455156496630|EN|Inglês
05245515649663|1|052455156496631|ES|Espanhol
05245515649663|2|052455156496632|FR|Francês
05245515649663|3|052455156496633|IT|Italiano
31770792108992|0|317707921089920|EN|Inglês
31770792108992|1|317707921089921|PT|Português
31770792108992|2|317707921089922|ES|Espanhol
81615416246917|0|816154162469170|EN|Inglês
14653504800366|0|146535048003660|EN|Inglês
14653504800366|1|146535048003661|ES|Espanhol
14653504800366|2|146535048003662|PT|Português
35518366223285|0|355183662232850|EN|Inglês
35518366223285|1|355183662232851|FR|Francês
35518366223285|2|355183662232852|DE|Alemão
35518366223285|3|355183662232853|IT|Italiano
91048428072248|0|910484280722480|FR|Francês
91048428072248|1|910484280722481|EN|Inglês
97090761132558|0|970907611325580|PT|Português
97090761132558|1|970907611325581|EN|Inglês
74551632500870|0|745516325008700|EN|Inglês
74551632500870|1|745516325008701|ES|Espanhol
74551632500870|2|745516325008702|FR|Francês
74551632500870|3|745516325008703|PT|Português
79728954543082|0|797289545430820|EN|Inglês
79728954543082|1|797289545430821|ES|Espanhol
65414661753032|0|654146617530320|EN|Inglês
65414661753032|1|654146617530321|FR|Francês
90088200722184|0|900882007221840|EN|Inglês
34693605452082|0|346936054520820|EN|Inglês
34693605452082|1|346936054520821|ES|Espanhol
34693605452082|2|346936054520822|FR|Francês
23557397211675|0|235573972116750|EN|Inglês
35507067697259|0|355070676972590|EN|Inglês
35507067697259|1|355070676972591|ES|Espanhol
71380874153314|0|713808741533140|EN|Inglês
71380874153314|1|713808741533141|ES|Espanhol
16374097368078|0|163740973680780|EN|Inglês
16374097368078|1|163740973680781|ES|Espanhol
16374097368078|2|163740973680782|IT|Italiano
16374097368078|3|163740973680783|FR|Francês
16374097368078|4|163740973680784|PT|Português
23912674950072|0|239126749500720|EN|Inglês
23912674950072|1|239126749500721|PT|Português
23912674950072|2|239126749500722|ES|Espanhol
22307432250869|0|223074322508690|EN|Inglês
22307432250869|1|223074322508691|ES|Espanhol
22307432250869|2|223074322508692|PT|Português
82388860714705|0|823888607147050|EN|Inglês
82388860714705|1|823888607147051|ES|Espanhol
82388860714705|2|823888607147052|FR|Francês
07727024654188|0|077270246541880|ES|Espanhol
07727024654188|1|077270246541881|EN|Inglês
01982954114164|0|019829541141640|EN|Inglês
01982954114164|1|019829541141641|JA|Japonês
01982954114164|2|019829541141642|FR|Francês
01982954114164|3|019829541141643|PT|Português
09837868064895|0|098378680648950|EN|Inglês
09837868064895|1|098378680648951|DE|Alemão
09837868064895|2|098378680648952|ES|Espanhol
33174080937000|0|331740809370000|DE|Alemão
33174080937000|1|331740809370001|EN|Inglês
33174080937000|2|331740809370002|ES|Espanhol
43989920370476|0|439899203704760|EN|Inglês
43989920370476|1|439899203704761|ES|Espanhol
33757419649661|0|337574196496610|DE|Alemão
33757419649661|1|337574196496611|PT|Português
33757419649661|2|337574196496612|EN|Inglês
33757419649661|3|337574196496613|ES|Espanhol
33757419649661|4|337574196496614|IT|Italiano
34792761198343|0|347927611983430|PT|Português
34792761198343|1|347927611983431|EN|Inglês
34792761198343|2|347927611983432|ES|Espanhol
23330297764911|0|233302977649110|EN|Inglês
64100484580733|0|641004845807330|EN|Inglês
64100484580733|1|641004845807331|FR|Francês
64100484580733|2|641004845807332|CS|Tcheco
64100484580733|3|641004845807333|RU|Russo
64100484580733|4|641004845807334|PT|Português
64100484580733|5|641004845807335|ES|Espanhol
30205470596637|0|302054705966370|EN|Inglês
30205470596637|1|302054705966371|FR|Francês
25473885727627|0|254738857276270|EN|Inglês
25473885727627|1|254738857276271|IT|Italiano
25473885727627|2|254738857276272|ES|Espanhol
25473885727627|3|254738857276273|PT|Português
22916218414168|0|229162184141680|EN|Inglês
31332176384646|0|313321763846460|EN|Inglês
19131586907678|0|191315869076780|EN|Inglês
19131586907678|1|191315869076781|ES|Espanhol
59787550694631|0|597875506946310|EN|Inglês
86271676145077|0|862716761450770|EN|Inglês
86271676145077|1|862716761450771|FR|Francês
86271676145077|2|862716761450772|PT|Português
50562858207849|0|505628582078490|EN|Inglês
50562858207849|1|505628582078491|ES|Espanhol
55907894622341|0|559078946223410|EN|Inglês
54770000447722|0|547700004477220|EN|Inglês
86150183103056|0|861501831030560|EN|Inglês
73342412842546|0|733424128425460|EN|Inglês
73342412842546|1|733424128425461|ES|Espanhol
20399213525992|0|203992135259920|ES|Espanhol
20399213525992|1|203992135259921|EN|Inglês
47487762250438|0|474877622504380|EN|Inglês
38870059283356|0|388700592833560|EN|Inglês
38870059283356|1|388700592833561|ES|Espanhol
77714301545658|0|777143015456580|EN|Inglês
77714301545658|1|777143015456581|ES|Espanhol
25036186628507|0|250361866285070|EN|Inglês
25036186628507|1|250361866285071|PT|Português
40365057016044|0|403650570160440|EN|Inglês
40365057016044|1|403650570160441|FR|Francês
73027561866796|0|730275618667960|EN|Inglês
73027561866796|1|730275618667961|ES|Espanhol
81122986130978|0|811229861309780|EN|Inglês
62081093970868|0|620810939708680|EN|Inglês
62081093970868|1|620810939708681|ES|Espanhol
70428647417667|0|704286474176670|PT|Português
70428647417667|1|704286474176671|EN|Inglês
70428647417667|2|704286474176672|IT|Italiano
63287998724035|0|632879987240350|EN|Inglês
63287998724035|1|632879987240351|ES|Espanhol
63287998724035|2|632879987240352|FR|Francês
63287998724035|3|632879987240353|IW|Hebraico
36484867792195|0|364848677921950|ES|Espanhol
36484867792195|1|364848677921951|EN|Inglês
61357943312722|0|613579433127220|EN|Inglês
61357943312722|1|613579433127221|PT|Português
61357943312722|2|613579433127222|ES|Espanhol
87018118567986|0|870181185679860|EN|Inglês
38908377103572|0|389083771035720|EN|Inglês
38908377103572|1|389083771035721|ES|Espanhol
20615995402345|0|206159954023450|EN|Inglês
20615995402345|1|206159954023451|FR|Francês
20615995402345|2|206159954023452|PT|Português
20615995402345|3|206159954023453|ES|Espanhol
75193064988810|0|751930649888100|EN|Inglês
75193064988810|1|751930649888101|ES|Espanhol
41389002346917|0|413890023469170|FR|Francês
41389002346917|1|413890023469171|EN|Inglês
41389002346917|2|413890023469172|ES|Espanhol
14405416990549|0|144054169905490|EN|Inglês
14405416990549|1|144054169905491|PT|Português
45887238250184|0|458872382501840|EN|Inglês
45887238250184|1|458872382501841|ES|Espanhol
45887238250184|2|458872382501842|FR|Francês
48615078864622|0|486150788646220|EN|Inglês
48615078864622|1|486150788646221|ES|Espanhol
17849318803359|0|178493188033590|EN|Inglês
17849318803359|1|178493188033591|FR|Francês
40685912893000|0|406859128930000|EN|Inglês
40685912893000|1|406859128930001|FR|Francês
83040045095557|0|830400450955570|EN|Inglês
83040045095557|1|830400450955571|ES|Espanhol
83040045095557|2|830400450955572|FR|Francês
52113010079859|0|521130100798590|EN|Inglês
52113010079859|1|521130100798591|FR|Francês
05852059250707|0|058520592507070|EN|Inglês
64196826083581|0|641968260835810|ES|Espanhol
64196826083581|1|641968260835811|PT|Português
64196826083581|2|641968260835812|EN|Inglês
71195237052575|0|711952370525750|EN|Inglês
24987116294044|0|249871162940440|EN|Inglês
49028226656519|0|490282266565190|EN|Inglês
49028226656519|1|490282266565191|ES|Espanhol
49028226656519|2|490282266565192|PT|Português
25818896954714|0|258188969547140|EN|Inglês
25818896954714|1|258188969547141|ES|Espanhol
25818896954714|2|258188969547142|JA|Japonês
04124422364023|0|041244223640230|PT|Português
04124422364023|1|041244223640231|EN|Inglês
04124422364023|2|041244223640232|FR|Francês
04124422364023|3|041244223640233|ES|Espanhol
19633997550691|0|196339975506910|PT|Português
19633997550691|1|196339975506911|EN|Inglês
19633997550691|2|196339975506912|FR|Francês
19633997550691|3|196339975506913|ES|Espanhol
89095897739979|0|890958977399790|EN|Inglês
19381103799648|0|193811037996480|EN|Inglês
19381103799648|1|193811037996481|ES|Espanhol
92778391448792|0|927783914487920|EN|Inglês
92778391448792|1|927783914487921|ES|Espanhol
92778391448792|2|927783914487922|FR|Francês
84183440890032|0|841834408900320|EN|Inglês
84183440890032|1|841834408900321|ES|Espanhol
24779614952293|0|247796149522930|EN|Inglês
24779614952293|1|247796149522931|DE|Alemão
27212766645066|0|272127666450660|PT|Português
27212766645066|1|272127666450661|EN|Inglês
27212766645066|2|272127666450662|ES|Espanhol
66082332549215|0|660823325492150|EN|Inglês
66082332549215|1|660823325492151|ES|Espanhol
96050887535183|0|960508875351830|EN|Inglês
96050887535183|1|960508875351831|ES|Espanhol
15302013432879|0|153020134328790|FR|Francês
15302013432879|1|153020134328791|EN|Inglês
15302013432879|2|153020134328792|DE|Alemão
24244204034357|0|242442040343570|EN|Inglês
24244204034357|1|242442040343571|FR|Francês
24244204034357|2|242442040343572|DE|Alemão
24244204034357|3|242442040343573|ES|Espanhol
49875496935177|0|498754969351770|EN|Inglês
49875496935177|1|498754969351771|ES|Espanhol
45238325896287|0|452383258962870|FR|Francês
45238325896287|1|452383258962871|EN|Inglês
61596568941927|0|615965689419270|EN|Inglês
61596568941927|1|615965689419271|ES|Espanhol
71195734028768|0|711957340287680|EN|Inglês
71195734028768|1|711957340287681|PT|Português
36755867490947|0|367558674909470|EN|Inglês
36755867490947|1|367558674909471|FR|Francês
03910403476737|0|039104034767370|EN|Inglês
03910403476737|1|039104034767371|ES|Espanhol
03910403476737|2|039104034767372|PT|Português
95013051483155|0|950130514831550|ES|Espanhol
95013051483155|1|950130514831551|EN|Inglês
95013051483155|2|950130514831552|PT|Português
95013051483155|3|950130514831553|DE|Alemão
01367515815381|0|013675158153810|EN|Inglês
01367515815381|1|013675158153811|IT|Italiano
68728255033469|0|687282550334690|EN|Inglês
17852318751550|0|178523187515500|EN|Inglês
17852318751550|1|178523187515501|ES|Espanhol
17846083237616|0|178460832376160|PT|Português
17846083237616|1|178460832376161|EN|Inglês
17846083237616|2|178460832376162|ES|Espanhol
41024826636996|0|410248266369960|EN|Inglês
41024826636996|1|410248266369961|FR|Francês
41024826636996|2|410248266369962|PT|Português
81123427918307|0|811234279183070|EN|Inglês
39619592699303|0|396195926993030|PT|Português
39619592699303|1|396195926993031|EN|Inglês
68732896111424|0|687328961114240|EN|Inglês
68732896111424|1|687328961114241|PT|Português
15654610080176|0|156546100801760|EN|Inglês
15654610080176|1|156546100801761|ES|Espanhol
72775036482643|0|727750364826430|EN|Inglês
72775036482643|1|727750364826431|ES|Espanhol
72775036482643|2|727750364826432|FR|Francês
21265788966967|0|212657889669670|PT|Português
21265788966967|1|212657889669671|EN|Inglês
21265788966967|2|212657889669672|FR|Francês
21265788966967|3|212657889669673|ES|Espanhol
93537282581111|0|935372825811110|EN|Inglês
93537282581111|1|935372825811111|FR|Francês
93537282581111|2|935372825811112|ZH|Chinês
93537282581111|3|935372825811113|PT|Português
57591261240305|0|575912612403050|JA|Japonês
57591261240305|1|575912612403051|EN|Inglês
00709054904002|0|007090549040020|EN|Inglês
00709054904002|1|007090549040021|ES|Espanhol
98922495626905|0|989224956269050|EN|Inglês
98922495626905|1|989224956269051|ES|Espanhol
17665225894308|0|176652258943080|EN|Inglês
17665225894308|1|176652258943081|ES|Espanhol
51364589832974|0|513645898329740|EN|Inglês
55129146257852|0|551291462578520|EN|Inglês
55129146257852|1|551291462578521|ES|Espanhol
55129146257852|2|551291462578522|FR|Francês
05508051089874|0|055080510898740|EN|Inglês
05508051089874|1|055080510898741|ES|Espanhol
05508051089874|2|055080510898742|FR|Francês
41862487783754|0|418624877837540|EN|Inglês
41862487783754|1|418624877837541|ES|Espanhol
41862487783754|2|418624877837542|FR|Francês
40551533292579|0|405515332925790|EN|Inglês
40551533292579|1|405515332925791|FR|Francês
40551533292579|2|405515332925792|ES|Espanhol
92006626729072|0|920066267290720|FR|Francês
92006626729072|1|920066267290721|EN|Inglês
92006626729072|2|920066267290722|IT|Italiano
92006626729072|3|920066267290723|PT|Português
19130424340126|0|191304243401260|EN|Inglês
19130424340126|1|191304243401261|ES|Espanhol
19130424340126|2|191304243401262|FR|Francês
67521996799400|0|675219967994000|ES|Espanhol
67521996799400|1|675219967994001|EN|Inglês
67521996799400|2|675219967994002|IT|Italiano
02243699401055|0|022436994010550|EN|Inglês
02243699401055|1|022436994010551|ES|Espanhol
02243699401055|2|022436994010552|FR|Francês
24540713605812|0|245407136058120|EN|Inglês
24540713605812|1|245407136058121|ES|Espanhol
24540713605812|2|245407136058122|PT|Português
44627629483261|0|446276294832610|EN|Inglês
44627629483261|1|446276294832611|ES|Espanhol
44627629483261|2|446276294832612|FR|Francês
58473408321414|0|584734083214140|EN|Inglês
58473408321414|1|584734083214141|ES|Espanhol
58473408321414|2|584734083214142|IT|Italiano
63299556026658|0|632995560266580|PT|Português
63299556026658|1|632995560266581|DE|Alemão
63299556026658|2|632995560266582|EN|Inglês
20198963753605|0|201989637536050|EN|Inglês
20198963753605|1|201989637536051|ES|Espanhol
20198963753605|2|201989637536052|PT|Português
77705848688464|0|777058486884640|EN|Inglês
77705848688464|1|777058486884641|ES|Espanhol
77705848688464|2|777058486884642|FR|Francês
77705848688464|3|777058486884643|IT|Italiano
61398635068045|0|613986350680450|ES|Espanhol
61398635068045|1|613986350680451|EN|Inglês
61398635068045|2|613986350680452|PT|Português
00110507202895|0|001105072028950|ES|Espanhol
00110507202895|1|001105072028951|EN|Inglês
96622203426132|0|966222034261320|PT|Português
96622203426132|1|966222034261321|DE|Alemão
96622203426132|2|966222034261322|EN|Inglês
96622203426132|3|966222034261323|ES|Espanhol
62254836413031|0|622548364130310|PT|Português
62254836413031|1|622548364130311|EN|Inglês
62254836413031|2|622548364130312|ES|Espanhol
54515240746568|0|545152407465680|EN|Inglês
54515240746568|1|545152407465681|ES|Espanhol
54515240746568|2|545152407465682|PT|Português
54515240746568|3|545152407465683|JA|Japonês
90950513716961|0|909505137169610|EN|Inglês
90950513716961|1|909505137169611|FR|Francês
77782739196529|0|777827391965290|EN|Inglês
72400268231478|0|724002682314780|EN|Inglês
72400268231478|1|724002682314781|PT|Português
72400268231478|2|724002682314782|ES|Espanhol
50550912943542|0|505509129435420|EN|Inglês
71319379460848|0|713193794608480|EN|Inglês
71319379460848|1|713193794608481|IT|Italiano
25560551183999|0|255605511839990|EN|Inglês
25560551183999|1|255605511839991|PT|Português
30436519183726|0|304365191837260|EN|Inglês
30436519183726|1|304365191837261|ES|Espanhol
30436519183726|2|304365191837262|FR|Francês
51524289044583|0|515242890445830|EN|Inglês
51524289044583|1|515242890445831|ES|Espanhol
37766457528833|0|377664575288330|EN|Inglês
37766457528833|1|377664575288331|FR|Francês
37766457528833|2|377664575288332|ES|Espanhol
74004689499622|0|740046894996220|DE|Alemão
74004689499622|1|740046894996221|EN|Inglês
74004689499622|2|740046894996222|VI|Vietnamita
69642680995910|0|696426809959100|EN|Inglês
69642680995910|1|696426809959101|ES|Espanhol
69642680995910|2|696426809959102|FR|Francês
58256286103200|0|582562861032000|PT|Português
58256286103200|1|582562861032001|ES|Espanhol
58256286103200|2|582562861032002|EN|Inglês
31239253253477|0|312392532534770|EN|Inglês
38321368138091|0|383213681380910|EN|Inglês
38321368138091|1|383213681380911|ES|Espanhol
04862490013526|0|048624900135260|ES|Espanhol
04862490013526|1|048624900135261|EN|Inglês
04862490013526|2|048624900135262|IT|Italiano
93579016789844|0|935790167898440|EN|Inglês
93579016789844|1|935790167898441|FR|Francês
42166091176964|0|421660911769640|EN|Inglês
42166091176964|1|421660911769641|IT|Italiano
83937076114434|0|839370761144340|EN|Inglês
83937076114434|1|839370761144341|ES|Espanhol
88820412130500|0|888204121305000|EN|Inglês
